Common Name,Vocation,Combined Vocations,TimeBirth,TimeDeath,Birth-Death Text,Abstract,City Text,County text,Personal Website,PSU Catalog Link - HTML,Expanded Biography,PIC_URL,Latitude,Longitude,Photo Credit,Alt Text,City | County | Bio Link,PSU Link | Personal Website
Arthur O. Lewis,Literary,Literary | Education,10/08/1940,7/18/2009,10/8/1920 - 7/18/2009,"<p>Born in 1920, Arthur O. Lewis became an editor who brought recognition to the scholarly field of Utopian Studies. During his entire career at Pennsylvania State University, Lewis created works such as <em>Of Men and Machines</em> (1963) that shed light on the importance of society defining itself in general terms. Through the use of hard work and determination, Lewis birthed a new appreciation for utopian and American society. Lewis' contributions to Pennsylvania State's Humanities program and Library collection will be recalled for years to come. Lewis died in 2009 at his home in State College.</p>","Wellsville, PA",York County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Lewis%2C+Arthur+O.+(Arthur+Orcutt)"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lewis_Arthur"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Lewis_Jr__Arthur_Orcutt.jpg,40.051484,-76.936642,"Photo Credit: Arthur Orcutt Lewis. Photograph. Licensed under Fair Use. Cropped to 4x3, Filled background. Source: Online Resource. Source: https://www.heintzelmanfuneralhome.com/fh_live/15300/15391/images/obituaries/4530373_fbs.jpg.",,"Wellsville, PA | York County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lewis_Arthur"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Lewis%2C+Arthur+O.+(Arthur+Orcutt)"" target=""_blank"">PSU Catalog Link</a>"
W. David Lewis,Education,Education,06/24/1951,9/28/2007,6/24/1931 - 9/28/2007,"<p>Technology and aviation scholar Walter David Lewis was born in Towanda in 1931, growing up in Bellefonte. Educated at Juniata College, Penn State University, and Cornell University, he has become a widely respected expert on the aviation industry and the impact of technology on various part of the American South. He teaches at Auburn University. </p>","Towanda, PA",Bradford County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Lewis%2C+W.+David+(Walter+David)%2C+1931-"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lewis__Walter_David"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Lewis__Walter_David.jpg,41.768362,-76.443157,"Photo Credit: Auburn University. David Lewis. Photograph. Licensed under Fair Use. Cropped to 4x3, Filled background. Source: Online Resource. Auburn University: Department of History.Source: https://cla.auburn.edu/history/assets/Image/lewis_david.jpg.",,"Towanda, PA | Bradford County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lewis__Walter_David"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Lewis%2C+W.+David+(Walter+David)%2C+1931-"" target=""_blank"">PSU Catalog Link</a>"
Fred Lieb,Literary,Literary,03/05/1908,6/3/1980,3/5/1888 - 6/3/1980,"<p>After being born and raised in Philadelphia, Frederick (Fred) Lieb worked for the Norfolk and Western Railroad when he began to writer biographies for <em>Baseball </em>magazine. This led to a job with the Philadelphia News Bureau and in 1911, he moved to New York City. He worked for the <em>New Sun,</em> <em>Evening Telegraph</em>, and <em>Post </em>for the next 20 years. He went on to write 11 books and covered over 8,000 MLB games. He won the J.G. Taylor Spink Award for lifetime achievement in 1972 and wrote for the <em>St. Petersburg Times</em> until his death in 1980.</p>","Philadelphia, PA",Philadelphia County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Lieb%2C+Fred%2C+1888-1980"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lieb_Frederick_George"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Lieb__Frederick_George.jpg,39.929852,-75.180087,Photo Credit: Photograph of Fred Lieb. Photograph. Licensed under Fair Use. Cropped to 4x3. Source: Online Resource. Source: https://sabr.org/sites/default/files/images/Chadwick-2013-Fred-Lieb-TSN.jpg.,,"Philadelphia, PA | Philadelphia County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lieb_Frederick_George"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Lieb%2C+Fred%2C+1888-1980"" target=""_blank"">PSU Catalog Link</a>"
Robert Lima,Literary,Literary,11/07/1955,2/8/2022,11/7/1935 - 2/8/2022,"<p>Born in Cuba, scholar and poet Robert Lima earned his education at Villanova and New York Universities. His creative endeavors included teaching; translating; and writing poetry, prose, literary criticism, biographies, and bibliographies. He was Professor of Spanish, Italian, and Portuguese at Pennsylvania State University, a Fellow of its Institute for the Arts and Humanistic Studies, and a Corresponding Member of the Real Academia Española and Academician of the Academia Norteamericana de la Lengua Española. In 2003, he was ordained Knight Commander of the Order of Queen Isabel of Spain. </p>","State College, PA",Centre County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Lima%2C+Robert"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lima__Robert"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Lima__Robert.jpg,40.797614,-77.88208,"Photo Credit: Sir Robert Lima, Ph.D., OIC. Photograph. Licensed under Fair Use. Cropped to 4x3, Filled background. Source: Online Resource. Source: http://www.personal.psu.edu/rxl2/lima1.jpg.",,"State College, PA | Centre County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lima__Robert"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Lima%2C+Robert"" target=""_blank"">PSU Catalog Link</a>"
Michelle Lin,Literary,Literary,11/02/2010,1/1/2050,Born: 11/2/1990,"<p>Michelle Lin earned an MFA in Poetry (2015) from the University of Pittsburgh (Pitt) and is a poet, editor, and activist. As an undergrad studying Creative Writing at the University of California - Riverside, Lin developed the collaborative project ""Read Me, Thank You,"" which collected and replied to anonymously written burdens to encourage empathy and social awareness within communities. She has taught in both community and university settings, and has served as an editor for journals such as the <em>Mosaic Art and Literary Journal</em>, <em>B. E. Quarterly</em>, and <em>Hot Metal Bridge</em>. Lin's poetry has appeared in over 30 literary magazines, and her first full collection, <em>A House Made of Water</em>, is forthcoming in 2017 from Sibling Rivalry Press.</p>","Pittsburgh, PA",Allegheny County,https://www.michellelinmakes.com/about,,"<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lin__Michelle"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Lin__Michelle.jpg,40.444354,-79.954146,Photo Credit: Jee Jing. Photograph of Michelle Lin. Photograph. Licensed under Fair Use. Cropped to 4x3. Source: Online Resource. Source: https://michellelinpoet.wordpress.com/.,,"Pittsburgh, PA | Allegheny County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lin__Michelle"" target=""_blank"">Expanded Biography</a>","<a href=""https://www.michellelinmakes.com/about"" target=""_blank"">Personal Website</a>"
Abraham Lincoln,Law & Politics,Law & Politics,02/12/1829,4/15/1865,2/12/1809 - 4/15/1865,"<p>Abraham Lincoln was born in Hardin County,  Kentucky, on February 12, 1809. Growing up in a poor family, he found  ways to learn by borrowing neighbor's books and working on the  farm. He went on to study law and politics. After running  unsuccessfully for several offices and serving in the House, he  gained recognition and was the Republican presidential nominee for  the 1860 election. Lincoln became the country's 16th president.  Known for his public speeches, he led the country through the civil  war and ended slavery. He is one of the most famous presidents of the  United States. On April 14, 1865, John Wilkes Booth assassinated  Lincoln in Ford's Theatre, leading to Lincoln's death on the  following day.  </p>","Gettysburg, PA",Adams County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Lincoln%2C+Abraham%2C+1809-1865"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lincoln__Abraham"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Lincoln__Abraham.jpg,39.82149,-77.22957,"Photo Credit: Anthony Berger. Abraham Lincoln, three-quarter length portrait, seated, facing right; hair parted on Lincoln's right side. 9 Feb 1864. Photograph. Licensed under Public Domain. Cropped to 4x3. Source: Library of Congress: Brady's National Photographic Portrait Galleries. Source: Online Resource. Source: http://hdl.loc.gov/loc.pnp/cph.3a04863.",,"Gettysburg, PA | Adams County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lincoln__Abraham"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Lincoln%2C+Abraham%2C+1809-1865"" target=""_blank"">PSU Catalog Link</a>"
John Blair Linn,Law & Politics,Law & Politics | Literary,10/15/1851,1/1/1899,10/15/1831 - 1/1/1899,"<p>Central Pennsylvania lawyer John Blair Linn was born into a family with a legal tradition in 1831. During his life, he not only practiced law and became a district attorney for Sullivan County, but he also became a prominent historian, chronicling the early histories of Buffalo Valley and Centre and Clinton Counties.</p>","Bellefonte, PA",Centre County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Linn%2C+John+Blair%2C+1831-1899"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Linn__John_Blair"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Linn__John_Blair_Centre.jpg,40.91302,-77.77854,"Photo Credit: Forrest Fothergill. John Blair Linn, Member of the Bar, 1831-1899. Photograph. Licensed under Fair Use. Cropped to 4x3. Source: Find A Grave. Source: Online Resource. Source: https://images.findagrave.com/photos/2013/88/32190936_136469972858.jpg.",,"Bellefonte, PA | Centre County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Linn__John_Blair"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Linn%2C+John+Blair%2C+1831-1899"" target=""_blank"">PSU Catalog Link</a>"
Richard Lipez,Literary,Literary,11/30/1958,3/16/2022,11/30/1938 - 3/16/2022,"<p>Born in Lock Haven, Richard Lipez was educated at Lock Haven State College and Pennsylvania State University. After serving in the Peace Corps from 1962 to 1967, he refocused his efforts on writing and journalism. Lipez writes mystery novels under the pseudonym Richard Stevenson. His work has contributed much to the diversity and LGBT representation in the mystery genre.</p>","Lock Haven, PA",Clinton County,,,"<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lipez__Richard"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Lipez__Richard.jpg,41.134201,-77.426532,Photo Credit: Joe Wheaton. Richard Lipez. Photograph. Licensed under Fair Use. Cropped to 4x3. Source: Online Resource. Source: https://peacecorpsworldwide.org/wp-content/uploads/2016/03/Richard-Stevenson-Lipez-Photo-credit-Joe-Wheaton-1-223x300.jpg.,,"Lock Haven, PA | Clinton County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lipez__Richard"" target=""_blank"">Expanded Biography</a>",
George Lippard,Literary,Literary | Activism,04/10/1842,2/9/1854,4/10/1822 - 2/9/1854,"<p>George Lippard was born on April 10, 1822, in West Nantmeal Township, in Chester County, Pennsylvania. His father was Daniel B. Lippard. However, he was left in the care of his two aunts and grandfather in Germantown, Philadelphia. His father died in 1837, leaving him with nothing. Hence, Lippard experienced the hardships of the workers firsthand. He became sympathetic to the workers' cause and he became a leading activist in reforming their working conditions. His major works include <em>The Monks of Monk Hall </em>(1844) and <em>Blanche of Brandywine </em>(1846). He also founded a labor union, The Brotherhood of the Union in 1849. Lippard died on February 9, 1854, in Philadelphia.</p>","West Nantmeal, PA",Chester County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Lippard%2C+George%2C+1822-1854"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lippard__George"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Lippard__George.jpg,40.100258,-75.622191,Photo Credit: Photograph of George Lippard. ca. 1850. Photograph. Licensed under Public Domain. Cropped to 4x3. Source: Wikimedia Commons. Source: https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/George_Lippard-noframe.png/442px-George_Lippard-noframe.png.,,"West Nantmeal, PA | Chester County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lippard__George"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Lippard%2C+George%2C+1822-1854"" target=""_blank"">PSU Catalog Link</a>"
Sarah Lippincott,Science,Science,10/26/1940,2/28/2019,10/26/1920 - 2/28/2019,"<p><strong>Photo Credit: </strong>Kappa Kappa Gamma. ""<a href=""https://transform.historyit.com/iiif/2/5ae8f073ba90b5.07533584/5b05cc2fa183d3.19351263.jpg/full/2041,/0/default.jpg"">Astronomer Sarah Lippincott won the Alumnae Achievement Award in 1966.</a>"" Photograph. Licensed under <a href=""https://www.copyright.gov/fair-use/more-info.html"">Fair Use</a>. Cropped to 4x3, Filled background. Source: Online Resource. Provided by Kappa Kappa Gamma.</p>","Swarthmore, PA",Delaware County,,,,https://pabook.libraries.psu.edu/sites/default/files/biosimages/Lippincott__Sarah.jpg,39.90308,-75.3553,"Photo Credit: Kappa Kappa Gamma. Astronomer Sarah Lippincott won the Alumnae Achievement Award in 1966. Photograph. Licensed under Fair Use. Cropped to 4x3, Filled background. Source: Online Resource. Provided by Kappa Kappa Gamma.Source: https://transform.historyit.com/iiif/2/5ae8f073ba90b5.07533584/5b05cc2fa183d3.19351263.jpg/full/2041,/0/default.jpg.",,"Swarthmore, PA | Delaware County",
Sara Jane Lippincott,Literary,Literary,09/23/1843,4/20/1904,9/23/1823 - 4/20/1904,"<p>Born in 1823, Sara Jane Clarke Lippincott began publishing poems at the age of 13. She worked as a journalist for the majority of her career, but she also was one of the first women to become involved in publishing, literature, and politics. She died in 1904.</p>","New Brighton, PA",Beaver County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Greenwood%2C+Grace%2C+1823-1904"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lippincott__Sara_Jane_Clarke"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Lippincott__Sara.jpg,40.744391,-80.304313,Photo Credit: Southworth & Hawes. Grace Greenwood. ca. 1850. Photograph. Licensed under Public Domain. Cropped to 4x3. Source: Wikimedia Commons. Source: https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Sara_jane_Lippincott_ca1850.jpg/454px-Sara_jane_Lippincott_ca1850.jpg.,,"New Brighton, PA | Beaver County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lippincott__Sara_Jane_Clarke"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Greenwood%2C+Grace%2C+1823-1904"" target=""_blank"">PSU Catalog Link</a>"
